jobTitle,postedDate,jobDescription,jobUrl
Front-end Web Developer,27-Jan-23,"<ul><li>Fresh university graduates in computer programming are welcome and those with 1-2 years working experiences are preferred to join us.</li><li>Have knowledge in languages: vue, php and uni-app.</li><li>Android and IOS mobile apps development and website development.</li><li>Prefer can speak English and Mandarin is an added advantage.</li></ul><p><strong>Responsibilities:</strong></p><ul><li>Collaborate with back-end developers and web designers to improve usability.</li><li>Help back-end developers with coding and troubleshooting.</li><li>Stay up-to-date on emerging technologies.</li></ul><p>Unicorn Consultants Limited is a government approved IT company with international aspirations. Our head office is situated in Hong Kong and we have offices spreading in UK and China.</p><p>To cope with our business growth, we are going to set up our office in Kuala Lumpur and recruit our staff who are local.</p><p><strong>Working Hour:</strong></p><p>10:00 - 18:00</p><p>5-day work per week</p><p>Public holiday</p><p>Salary negotiable. Please provide your expected salary in CV.</p><p>Year-end performance bonus available.</p><p>Interested parties please send CV by clicking ""<strong>APPLY NOW!</strong>"".</p>",https://www.jobstreet.com.my/en/job/front-end-web-developer-5258006
Frontend Developer (ReactJS) (53106) (JH),31-Jan-23,"<p><strong>Business Nature: </strong>This company is a leading IT services company, an outsourcing partner of choice for clients in all industries throughout the global.</p><p><strong>Working Location:</strong> Bangsar, Kuala Lumpur</p><p><strong>Working Hours:</strong> Monday to Friday (Flexible working hour, 9 hours)</p><p><strong>Job Responsibilities</strong>:</p><p>1.	Developing and implementing responsive user interface components using React concepts.</p><p>2.	Developing and implementing front-end architecture to support user interface concepts.</p><p>3.	Building reusable components and front-end libraries for future use</p><p>4.	Translating wireframes into high quality code</p><p>5.	Optimizing components for maximum performance across an array of browsers</p><p>6.	Meeting with the development team to discuss user interface ideas and applications</p><p>7.	Monitoring and improving front-end performance.</p><p>8.	Documenting application changes and developing updates</p><p><strong>Requirements:</strong></p><p>- Education Background : Diploma/ Degree in IT or any related field</p><p>- Experience : At least 2 years in React.js Development in any projects.</p><p>- Require Skill : Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model</p><p>- Thorough understanding of React.js and its core principles</p><p>- Experience with popular React.js workflows (such as Flux or Redux)</p>",https://www.jobstreet.com.my/en/job/frontend-developer-reactjs-53106-jh-5261686
AS400 Developer,9 hours ago,"<p><strong>Requirements Management</strong></p><p>Work collaboratively with the business, use established requirements management methodology and tools, to identify, verify and document business, functional and technical requirements to support development of technology and/or business-driven technology solutions.</p><p>Assist Business Analyst in defining business solutions, ensuring alignment with business strategies and priorities, as well as the target benefits expected.</p><p><strong>Application Development</strong></p><p>·      Design and document application components using AS400.</p><p>·      Provide leadership and technical guidance to Associate Application Engineers in project management, planning, estimating, reporting, scheduling, and workflow.</p><p><strong>Requirements Management</strong></p><p>·      Identify new hardware/software technologies to fit specialized business needs and configurations.</p><p><strong>Application Development</strong></p><p>·      Direct the development and configuration of application components from conceptualization through stabilization using various computer platforms.</p><p>·      Test, debug and document components of an application.</p><p><strong>Skills Required</strong></p><p>-AS400 – RPG/COBOL400</p><p>-ALDON</p><p>-Knowledge in Core Retail Banking Application and Payments Application</p><p>- Silverlake</p><p>- BWC (Bankwide CIF) Customer File</p><p>- Cash management/ Rate provision OR</p><p>-GIRO &amp; Instant Payment</p>",https://www.jobstreet.com.my/en/job/as400-developer-5256409
Web Programmer,2-Feb-23,"<p>Responsibilities</p><p>● Participation in entire software development life cycle</p><p>● Develop UI/UX functionality for web and mobile web applications</p><p>● Layout design and optimisation for variety of platforms including desktop browsers, mobile browsers (iOS and Android)</p><p>● Integrate UI functionality with back-end services</p><p>● Collaborate with graphic designers to ensure overall content, visuals, design, and architecture comply with SEO requirements</p><p>● Support regional brand and marketing team</p><p>Requirements</p><p>● Required skill(s): PHP, Microsoft SQL, HTML5, TypeScript/JavaScript</p><p>● Optional skill(s): C# , ASP/ASP.NET, jQuery, MySQL</p><p>● Proficiency within an editor of your choice</p><p>● Great with caching strategies, design patterns, cloud architecture and tools</p><p>● Consuming and integrating with third party APIs</p><p>● Strong attention to detail with great problem-solving skills</p><p>● 2-5 years working experience</p><p>● Diploma / Degree holder</p><p>● Fresh graduate would also be considered</p>",https://www.jobstreet.com.my/en/job/web-programmer-5264719
Java Developer (Full Stack),9 hours ago,"<p><strong>Developer (Full Stack)</strong></p><p><strong>Qualification &amp; Requirements :</strong></p><ul><li>5 years and above experience with Java programming, including popular open-source libraries and frameworks with exposure in Cloud. We are open to consider junior resources as well for the role.</li></ul><p>Must demonstrate experience in:</p><ul><li style=""margin-left:30px"">Programming - Java/J2EE (Java 8 or higher), NodeJS</li><li style=""margin-left:30px"">Frameworks - Spring Framework Suite, Ribbon, Zuul, Eureka, ELK Stack, Swagger Hub, OAuth 2, NodeJS, Spring Cloud Kubernetes </li><li style=""margin-left:30px"">UI Frameworks - Backbone, Angular, HTML5, CSS3, JQuery, Bootstrap, Web Sockets</li><li style=""margin-left:30px"">Data stores - Cassandra, HDFS, Azure Data Lake, MySQL, Microsoft SQL</li><li style=""margin-left:30px"">Apache stack(some of the following): Kafka, Hadoop, Hive, Spark, Storm, Ignite, Flume, Avro, Mesos, Lucene, Solr, Zookeeper, Camel, Mahout</li><li style=""margin-left:30px"">Agile development using TFS, Jira, Confluence, Rally</li><li style=""margin-left:30px"">Experience programming with HTML 5, CSS, JavaScript, and mainstream front-end frameworks (Angular, React)</li><li style=""margin-left:30px"">Applied knowledge of API Development using REST and/or SOAP</li><li style=""margin-left:30px"">Familiarity with microservice architectures, design patterns, and monitoring tools</li><li style=""margin-left:30px"">Experience with cloud providers such as Azure, AWS, and/or GCP; working knowledge of containerization technologies including Docker and Kubernetes</li><li style=""margin-left:30px"">Experience in developing and deploying applications to cloud platforms AWS, GCP, PCF, Azure</li><li style=""margin-left:30px"">Experience with streaming platforms such as Apache Kafka</li><li style=""margin-left:30px"">Working knowledge of other JVM-based languages (Kotlin, Scala)</li><li style=""margin-left:30px"">Experience with data engineering platforms such as Apache Spark is a plus</li><li style=""margin-left:30px"">Familiarity with modern data patterns such as Event Sourcing and CQRS</li><li style=""margin-left:30px"">Experience with the CI/CD pipeline</li><li style=""margin-left:30px"">Demonstrated experience in enterprise security practices</li><li style=""margin-left:30px"">Industry recognized Technology Certifications</li></ul>",https://www.jobstreet.com.my/en/job/java-developer-full-stack-5251805
Website Developer/Designer,2-Feb-23,"<ul><li>Determine the front-end structure of web pages.</li><li>Providing internal support and external customer service throughout the build and launch process of the website.</li><li>Ensure website experience is optimized for mobile, cross browser rendering.</li><li>Optimize web pages for maximum speed and scalability.</li><li>Able to work with marketing team to plan out the design theme and content updates</li><li>Keeping up to date with recent technological and software developments including international web protocols, standards and technologies</li></ul><p>Requirement</p><ul><li>At least Diploma/ BS Degree in Computer Science, Multimedia or a relevant field.</li><li>At least 1 year of working experience in a relevant field.</li><li>Proficiency with WordPress, HTML, CSS, JavaScript.</li><li>Experience with responsive and adaptive design.</li><li>Good understanding of content management systems and search engine optimization principles.</li><li>Creative and open to new ideas while adaptive and willing to learn new techniques.</li><li>Visually creative with good analytical and problem-solving skills.</li></ul>",https://www.jobstreet.com.my/en/job/website-developer-designer-5251509
Web Programmer,2-Feb-23,"<p><strong>Job Responsibilities:</strong></p><p>1. Mainly responsible for the technical selection and development of the platform's Web front-end</p><p>2. Must be familiar with wordpress</p><p>3. Responsible for company email account maintenance</p><p>4. Cooperate with back-end developers to realize product interface and functions</p><p>5. Web new technology research and information collation.</p><p><strong>Job requirements:</strong></p><ol><li> More than five years’ of work experience in Internet web development;</li><li> Good communication skills and team spirit, full of enthusiasm for web development, practical and meticulous work, responsible and self-driven.</li><li>Only open for Malaysian or Malaysia PR</li><li>Able to converse well in English, BM &amp; Mandarin.</li></ol>",https://www.jobstreet.com.my/en/job/web-programmer-5264380
Frontend Web Developer,30-Jan-23,"<p>Requirements</p><ul><li>Experience using Figma / Adobe XD or relevant prototyping services</li><li>Experience designing for business and user-focused products</li><li>At least 2 years relevant design experience at a tech, product-driven company</li><li>Understanding of basic HTML/CSS/jQuery/Boostrap/Laravel</li><li>Familiar with Git tools</li><li>Strong knowledge in UX design</li><li>Skilled in explaining your work, process, and decisions to cross-functional stakeholders and crave feedback to help you produce your best work</li><li>You care about details and are excited to keep pushing your work until requirements are met</li><li>Think in systems and are able to extrapolate and extend shared patterns and behaviors</li><li>Understanding of how web components work</li></ul><p>You should include a link to your online portfolio in your application.</p><p>We allow our employees to continue working remotely indefinitely, as long as you can commute to the office when necessary.</p>",https://www.jobstreet.com.my/en/job/frontend-web-developer-5259730
React.js Developer,2-Feb-23,"<p>We are looking for a great JavaScript developer who is proficient with React.js. Your primary focus will be on developing user interface components and implementing them following well-known React.js workflows (Redux, Redux Toolkit, React Router, React related UI library). You will ensure that these components and the overall application are robust and easy to maintain. You will coordinate with the rest of the team working on different layers of the infrastructure. Therefore, a commitment to collaborative problem solving, sophisticated design, and quality product is important.</p><p><strong>Responsibilities:</strong></p><ul><li>Developing new user-facing features using React.js</li><li>Building reusable components and front-end libraries for future use</li><li>Translating designs and wireframes into high quality code</li><li>Optimising components for maximum performance across a vast array of web-capable devices and browsers</li></ul><p><strong>Requirements:</strong></p><ul><li>Strong proficiency in JavaScript, including DOM manipulation and the JavaScript object model</li><li>Thorough understanding of React.js and its core principles</li><li>Experience with popular React.js workflows</li><li>Familiarity with newer specifications of EcmaScript</li><li>Experience with data structure libraries</li><li>Knowledge of isomorphic React is a plus</li><li>Familiarity with RESTful APIs</li><li>Knowledge of modern authorisation mechanisms, such as JSON Web Token</li><li>Familiarity with modern front-end build pipelines and tools</li><li>Ability to understand business requirements and translate them into technical requirements</li><li>A knack for benchmarking and optimisation</li><li>Familiarity with code versioning tools, gitlab</li></ul>",https://www.jobstreet.com.my/en/job/react.js-developer-5264640
Front-end Developer J40011,30-Jan-23,"<p><strong>Web Development opportunity for a large scale project in Singapore:</strong></p><ul><li>Attractive salary package with comprehensive employment benefits</li><li>Work in an innovative team which consists of Front-end &amp; Back-end development</li><li>Encourage work life balance with 5 days work week &amp; hybrid working arrangement</li></ul><p><strong>Responsibilities:</strong></p><ol><li>Design, code, test, implement and deliver web application development &amp; change management</li><li>Design &amp; develop user interface components using ReactJS</li><li>Work across with other team members such as back-end developer, UI/UX designer, Product Manager, etc under Agile environment</li><li>Perform unit testing, automated integration &amp; end to end testing</li></ol><p><strong>Requirements:</strong></p><ul><li>min. Diploma in Computer Science / Information Technology or any relevant discipline</li><li>min. 3 years development experience in web-based application</li><li>Skills in JavaScript, HTML, CSS &amp; experience in cloud deployment (AWS)</li><li>Familiar with React framework</li></ul><p>To apply, please send your updated resume to<strong> spvn(at)scientecpersonnel.com </strong>by indicating<strong> Job ID J40011 </strong>to fasten the process. </p><p>Ng Kee Hung, Vickus - R2091423</p><p>ScienTec Consulting Pte Ltd – 11C5781</p>",https://www.jobstreet.com.my/en/job/front-end-developer-j40011-10388107/origin/sg
Software Developer,2-Feb-23,"<p>We are looking for four (4) talented software developers who are well versed with front-end and back-end web development. If you're someone who would have more than 1-2 years of experience as a software developer, and would not mind spending your time reading code, experimenting with code, writing bug free code, and caring about your craft, let's join us! </p><p><strong>Your responsibilities</strong> in Merimen, other than raiding our well stocked pantries for your breakfast needs, will be as follows:</p><ul><li>Responsible for the development, enhancement, testing, implementation and maintenance of the products and services. </li><li>Learn to architect and craft great solutions to challenging problems,</li><li>Build modules that amplify the value of our core insurance solutions engine,</li><li>Visualize and prototype intuitive, responsive front-end UIs, </li><li>Achieve mastery of web development for B2C/B2B e-commerce, and the insurance industry.</li><li>A one month internal training program will bring you up to speed with the relevant web and database technologies and insurance knowledge.</li></ul><p><strong>Our ideal candidate will have some of the following skills:</strong></p><ul><li>Required skills: Javascript, HTML, CSS, PHP, Laravel or Coldfusion</li><li>Database - MSSQL, PostgreSQL, MySQL, Oracle, MongoDB, SQLite</li><li>Knowledge in Jquery, NodeJS, Bootstrap, and mobile-responsive skills is a plus</li><li>Experience in REST/SOAP APIs with JSON/XML</li><li>Strong fundamental principles of website development, programming and application design</li><li>Good understanding of web browser compatibility modes, and resourcefulness to work around them</li><li>A keen interest to learn!</li><li>Fresh graduates are encouraged to apply!</li></ul><p>If you have many of the strengths listed above, we would like to speak with you.</p><p><strong>​What you will get when you join us:</strong></p><ul><li>Insurance for yourself/spouse &amp; family (income protection/health/life).</li><li>Optical and dental reimbursement.</li><li>15 days annual leaves.</li><li>Fair work life balance – 9am to 6pm.</li><li>Fun &amp; cozy workplace &amp; colleagues.</li><li>Career Advancement Opportunities.</li></ul><p>Our cloud-based insurance products are used by many local and multi-national insurance companies. If we hire you, you will be at the heart of the product development, and at the forefront of web development technologies. As the HQ and development centre, there is plenty of scope for your career growth.</p><p>So, what are you waiting for? Click on the ‘<strong>Apply Now</strong>’ button and let’s talk soon!</p>",https://www.jobstreet.com.my/en/job/software-developer-5264976
Software Developer - Web / Mobile / Interactive (Work From Home),2-Feb-23,"<p>Note that this is a remote work (from home) position.</p><p>The ideal candidate will be responsible for developing high-quality applications. They will also be responsible for designing and implementing testable and scalable code. </p><p>Responsibilities</p><ul><li>Develop web, mobile and interactive applications</li><li>Analyze and maintain existing software applications</li><li>Design highly scalable, testable code</li><li>Discover and fix programming bugs</li><li>Manage and meet project deadlines</li></ul><p>Qualifications</p><ul><li>Development experience with programming languages such as C#, ASP.NET</li><li>Fluent in scripting HTML, CSS and JavaScript.</li><li>SQL database or relational database skills</li></ul><p>Interested candidates are invited to apply online with a comprehensive resume, via the <strong>APPLY NOW</strong> button below.</p><p>We regret that only shortlisted candidates will be notified.</p><p>Thank you for applying.</p>",https://www.jobstreet.com.my/en/job/software-developer-web-mobile-interactive-work-from-home-10397683/origin/sg
Web Developer (PHP),31-Jan-23,"<p><strong>Responsibilities :</strong></p><p>1. Build and implement front-end web applications and back-end services that integrate with other products</p><p>2. Build reusable code and libraries for future use and Optimize application for maximum speed and scalability</p><p>3. Validate requirements and system design</p><p>4. Solve complex performance problems and architectural challenges</p><p>5. Able to follow team leader instruction and cooperate in team effort</p><p><strong>Requirement:</strong></p><p>1. PHP, <strong>knowing</strong> <strong>Laravel is a plus</strong></p><p>2. Javascript, CSS, Jquery, bootstrap</p><p>3. Minimum 1 year of working experience</p>",https://www.jobstreet.com.my/en/job/web-developer-php-5261679
Backend Developer,21 hours ago,"<p><strong>Your Role</strong></p><p>You will be part of a cross functional product team based in Kuala Lumpur, working with Engineering, Design and Product management to drive the digital design in the Global Consumer Experience organization. We work with our data driven IoT-products and connected appliances in all categories and Business Areas. </p><p><strong>A Typical Day</strong></p><ul><li>Participating in product design sessions with specific input on technical feasibility, scalability, extendibility, performance, and maintainability</li><li>Contributing to the product delivery through writing of the clean code according to set code style</li><li>Designing and developing functional , unit , SIT tests</li><li>Taking part in PR review sessions</li><li>Participating in team activities including OKR’s, sprint planning, scrum stand-ups, demos and retros</li></ul><br /><p><strong>Who You Are</strong></p><ul><li>Bachelor's degree in Computer Science or related field</li><li>Familiarity with Continuous Integration tools (Jenkins)</li><li><strong>Experience with VCS/DVCS (Subversion, Mercurial, Git), Spring framework ,Spring Cloud</strong></li><li>Power user Jira / Confluence</li><li><strong>Experience with cloud technologies (AWS, AZURE, IBM)</strong></li><li><strong>3+ years in commercial back-end programming on Java</strong></li><li>Proficient in Unit-tests (JUnit5, Mockito, Spring Testing)</li><li>Experiences with a following SQL/NoSQL BD’s (Experience with SQL BD’s, MongoDB, Redis, Kafka), with strong experience in RESTful-services</li></ul>",https://www.jobstreet.com.my/en/job/backend-developer-5266263
